CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age
Canada,Graduate Degree,Manual,F,M,1,1,0,1,36338,0.0,50.59,51
Australia,Bachelors,Skilled Manual,F,M,1,2,0,1,55936,1.0,50.69,39
United States,Bachelors,Skilled Manual,F,S,0,2,0,0,59776,0.0,49.56,39
United States,Partial High School,Skilled Manual,F,S,1,1,0,1,53200,0.0,51.41,59
Australia,Partial College,Manual,M,M,1,0,2,2,33934,0.0,48.07,42
Germany,Graduate Degree,Skilled Manual,M,S,0,0,0,0,58601,1.0,53.7,35
France,High School,Clerical,F,S,0,3,0,0,78945,1.0,49.27,37
France,High School,Manual,F,S,0,0,0,0,32044,1.0,52.27,28
United Kingdom,Partial College,Management,F,S,1,2,1,1,112047,1.0,48.22,91
Germany,High School,Clerical,M,M,1,0,0,1,79952,1.0,49.26,32
Germany,Partial College,Manual,M,M,1,1,0,2,35702,1.0,52.33,49
Germany,Partial College,Skilled Manual,F,M,1,0,1,2,57286,1.0,55.81,56
United States,Graduate Degree,Skilled Manual,M,M,0,0,0,1,57036,1.0,48.65,35
United States,Bachelors,Clerical,F,M,1,2,1,1,82552,0.0,46.76,56
United States,Bachelors,Professional,M,M,1,1,1,2,130517,1.0,52.34,59
United Kingdom,Bachelors,Manual,M,S,1,0,0,1,32990,1.0,48.79,60
United States,High School,Manual,F,M,0,1,0,0,35976,0.0,52.08,30
Australia,Graduate Degree,Clerical,F,S,0,0,0,0,80570,0.0,46.65,37
United States,High School,Skilled Manual,F,M,1,1,0,2,58899,1.0,52.13,49
Germany,Partial High School,Skilled Manual,F,S,0,0,0,0,61956,0.0,54.67,31
United States,High School,Manual,M,M,1,1,0,2,27870,1.0,49.39,48
Australia,Bachelors,Skilled Manual,M,S,0,2,0,0,51704,0.0,48.93,37
United Kingdom,Partial College,Management,F,S,0,0,0,0,105891,1.0,52.89,27
Australia,Partial College,Clerical,F,M,1,3,0,2,82216,0.0,55.4,43
United States,Bachelors,Skilled Manual,F,S,0,1,0,0,58372,0.0,45.95,39
Canada,Partial College,Skilled Manual,F,M,1,1,1,2,56626,0.0,49.44,68
United States,Partial College,Skilled Manual,M,M,1,2,0,1,53367,1.0,51.71,41
United States,Partial High School,Manual,M,S,0,0,0,0,28750,1.0,51.76,27
Canada,Graduate Degree,Skilled Manual,F,M,1,2,0,2,59994,1.0,52.75,61
Germany,High School,Skilled Manual,M,M,1,2,1,2,54516,0.0,46.04,59
United States,Partial High School,Skilled Manual,M,S,0,1,0,0,53750,0.0,51.24,27
United States,Bachelors,Skilled Manual,F,S,0,0,0,0,57716,1.0,54.34,35
United States,High School,Manual,M,M,0,0,0,0,28383,1.0,50.13,30
Germany,Partial High School,Manual,M,S,0,0,0,0,36569,1.0,54.32,31
United States,Partial College,Management,M,M,1,3,2,2,109581,1.0,51.74,48
United States,Partial College,Clerical,F,S,1,0,0,0,76776,0.0,49.83,55
United States,Graduate Degree,Professional,F,S,1,2,0,0,137727,1.0,51.51,46
United States,Partial College,Skilled Manual,F,M,1,2,1,2,55340,1.0,49.25,48
United States,Partial College,Manual,F,S,0,1,0,0,27779,0.0,50.52,30
United States,Bachelors,Skilled Manual,M,M,1,0,0,2,56833,1.0,47.49,55
France,High School,Manual,F,S,0,0,0,0,33026,1.0,61.65,45
United States,Partial College,Clerical,F,M,1,1,0,1,78520,1.0,52.41,32
United States,Graduate Degree,Skilled Manual,M,M,1,1,0,3,54573,1.0,46.85,72
United States,Graduate Degree,Professional,M,M,1,1,1,2,128329,0.0,49.24,45
United Kingdom,High School,Skilled Manual,F,M,1,0,1,2,57689,1.0,51.21,50
United States,Partial College,Manual,F,M,0,1,0,0,36575,0.0,52.58,27
Germany,Partial High School,Manual,F,S,1,0,0,0,32896,1.0,50.17,56
Germany,Bachelors,Clerical,M,M,1,0,0,1,81432,1.0,57.54,46
United States,Partial High School,Manual,M,M,1,1,1,2,34554,1.0,52.65,50
France,High School,Skilled Manual,M,S,1,1,1,1,54375,1.0,50.78,60
United States,Bachelors,Management,M,M,1,2,2,2,111563,1.0,59.05,46
United States,Partial College,Clerical,M,M,1,1,1,2,85889,1.0,57.08,57
United States,High School,Skilled Manual,F,S,0,0,0,0,62077,0.0,50.47,43
United States,High School,Clerical,M,M,1,2,1,1,78344,1.0,62.7,42
Germany,Partial College,Skilled Manual,M,M,1,0,1,2,52349,1.0,53.02,50
Germany,Partial High School,Skilled Manual,F,S,0,1,0,0,61820,0.0,58.43,33
United States,Graduate Degree,Professional,M,M,1,3,1,2,128425,1.0,48.62,45
France,Bachelors,Clerical,F,M,1,2,2,2,84402,1.0,52.28,42
Australia,Bachelors,Management,M,S,1,1,0,0,108902,1.0,54.34,40
United States,Bachelors,Skilled Manual,M,S,0,2,0,0,62372,0.0,55.38,37
United States,Graduate Degree,Professional,M,M,1,3,0,0,133099,1.0,47.29,34
United States,High School,Clerical,F,S,0,0,0,0,85962,0.0,55.15,28
United States,Bachelors,Professional,M,M,1,2,0,2,129522,1.0,48.22,56
United States,Partial College,Manual,F,M,1,1,1,1,34135,1.0,50.16,53
France,High School,Skilled Manual,M,M,1,0,0,1,59521,0.0,53.6,39
France,Graduate Degree,Manual,F,M,1,1,1,2,34487,1.0,56.14,46
France,Partial High School,Skilled Manual,M,S,0,1,0,0,54306,1.0,51.25,24
United States,Graduate Degree,Clerical,F,S,1,2,0,0,79606,0.0,47.17,51
United States,Graduate Degree,Clerical,M,S,0,1,0,0,77126,1.0,56.05,38
United Kingdom,Partial College,Skilled Manual,M,S,0,1,0,0,59362,1.0,54.42,44
United Kingdom,Partial High School,Manual,F,S,0,1,0,0,34019,0.0,52.27,32
United Kingdom,Graduate Degree,Professional,F,S,1,2,0,0,129567,0.0,50.52,35
France,Partial College,Skilled Manual,M,S,0,2,0,0,60667,1.0,60.61,39
United Kingdom,Graduate Degree,Professional,F,M,1,2,0,2,138022,0.0,52.7,71
Australia,Partial College,Skilled Manual,F,S,0,1,0,0,53629,0.0,47.12,27
Australia,Graduate Degree,Management,M,S,1,0,0,0,107890,0.0,48.43,45
Germany,Partial College,Clerical,M,S,0,0,0,0,83477,0.0,46.56,28
United States,Partial College,Manual,F,S,0,0,0,0,25978,1.0,48.7,28
Australia,Partial College,Skilled Manual,F,M,1,2,0,2,57948,0.0,45.89,58
Australia,Bachelors,Manual,M,S,0,0,0,0,27626,1.0,47.09,28
United States,Graduate Degree,Skilled Manual,F,M,1,0,0,1,52502,1.0,45.66,46
United Kingdom,High School,Manual,F,M,1,0,0,2,32859,0.0,50.49,55
United States,Graduate Degree,Manual,F,M,0,0,0,2,34470,1.0,49.86,39
United States,Partial College,Manual,M,M,1,0,0,2,33994,1.0,50.87,56
Germany,Partial College,Skilled Manual,F,S,0,2,0,0,56889,1.0,54.4,34
United Kingdom,Bachelors,Manual,M,S,0,0,0,0,31101,0.0,50.07,37
United States,Partial College,Clerical,F,M,1,2,1,2,79698,1.0,49.65,46
United States,Partial College,Management,F,M,1,2,1,2,110846,0.0,53.06,43
Australia,Partial High School,Skilled Manual,F,S,0,1,0,0,57466,1.0,53.41,33
Australia,Partial High School,Skilled Manual,F,M,1,1,1,2,57090,0.0,54.45,53
United States,High School,Clerical,F,S,0,3,0,0,82037,1.0,49.32,28
Australia,Bachelors,Skilled Manual,M,S,0,2,0,0,52717,1.0,54.73,45
United Kingdom,Partial College,Clerical,F,S,0,3,0,0,79118,1.0,52.36,25
Canada,Graduate Degree,Manual,F,M,0,1,2,2,36501,1.0,54.49,39
United Kingdom,Partial College,Clerical,F,S,0,0,0,0,86737,0.0,49.24,37
United States,Bachelors,Skilled Manual,M,M,1,0,1,2,58529,1.0,59.43,46
United States,Bachelors,Management,F,S,1,3,1,1,107870,0.0,48.8,62
United States,Bachelors,Skilled Manual,M,M,0,1,0,1,58953,1.0,48.42,32
United States,Partial College,Clerical,M,M,1,2,1,2,77607,0.0,45.99,56
Canada,Partial College,Skilled Manual,M,M,1,2,0,3,59464,1.0,48.79,68
Canada,High School,Skilled Manual,M,M,0,2,0,0,57786,1.0,53.09,30
Australia,High School,Manual,M,M,0,1,0,1,31877,0.0,54.84,32
France,High School,Skilled Manual,F,M,1,0,0,3,53308,1.0,58.95,91
Canada,Graduate Degree,Professional,F,M,1,3,0,0,137943,0.0,51.56,33
United States,Partial College,Management,F,S,1,2,0,0,106718,1.0,48.17,42
United States,Partial High School,Skilled Manual,M,S,1,1,0,0,61966,0.0,50.38,47
Germany,Partial High School,Skilled Manual,F,S,0,0,0,0,59016,1.0,56.08,37
United States,Partial College,Skilled Manual,F,S,0,2,0,0,57754,1.0,50.96,45
United Kingdom,Partial College,Clerical,F,S,1,1,0,0,87499,1.0,58.54,42
Australia,Partial College,Management,F,S,0,3,0,0,109789,0.0,57.17,26
United States,Bachelors,Management,F,M,1,3,0,0,104035,1.0,48.93,36
Australia,Partial College,Clerical,M,S,1,2,0,0,78413,0.0,49.9,43
United States,Bachelors,Clerical,M,M,1,2,0,2,78396,1.0,56.02,42
United States,Bachelors,Skilled Manual,M,M,1,0,0,2,54441,1.0,55.16,59
France,Partial College,Manual,M,S,0,0,0,0,28711,0.0,53.46,48
United States,Graduate Degree,Professional,F,S,0,3,0,0,129067,1.0,49.14,31
United Kingdom,Bachelors,Management,M,M,1,1,1,2,105772,1.0,48.4,67
France,Partial College,Clerical,M,S,1,1,0,1,83057,1.0,54.12,63
France,High School,Skilled Manual,M,M,1,1,1,2,56598,1.0,54.93,38
Germany,Bachelors,Manual,F,M,0,1,1,2,33503,0.0,52.04,37
France,Graduate Degree,Professional,M,M,1,2,0,0,135358,1.0,55.46,42
Canada,Bachelors,Management,F,S,0,2,0,0,110952,1.0,55.27,36
Australia,Graduate Degree,Professional,M,S,1,3,0,0,136281,1.0,49.15,35
United States,Graduate Degree,Professional,F,S,1,0,0,1,134033,0.0,51.16,69
United States,Graduate Degree,Professional,M,M,1,1,1,2,129502,1.0,51.91,66
Germany,High School,Skilled Manual,M,S,0,0,0,0,58387,0.0,50.18,31
United States,Bachelors,Management,F,S,1,3,0,0,102948,1.0,52.31,41
Australia,Bachelors,Professional,M,M,1,2,0,0,131323,0.0,48.73,37
United States,Bachelors,Clerical,F,M,1,2,0,2,77470,1.0,55.6,68
United States,Graduate Degree,Professional,F,M,1,2,0,0,129777,1.0,52.82,33
United States,Partial High School,Manual,F,S,0,1,0,0,33196,1.0,49.53,50
Canada,Partial College,Management,F,M,1,2,1,2,110863,1.0,51.87,48
Australia,Bachelors,Professional,F,M,1,2,1,2,130832,1.0,47.84,38
Australia,Bachelors,Manual,M,M,0,1,1,2,30556,0.0,48.27,36
Australia,Bachelors,Management,F,M,1,3,0,0,108692,0.0,55.7,36
United States,Graduate Degree,Skilled Manual,F,M,1,2,2,2,54780,1.0,58.54,67
Germany,Bachelors,Skilled Manual,F,M,1,1,0,3,57568,0.0,49.82,66
United States,Partial College,Skilled Manual,M,M,1,1,1,2,53935,1.0,51.3,42
United States,Graduate Degree,Professional,M,S,1,2,0,0,130831,0.0,49.4,46
United States,Bachelors,Clerical,F,S,0,0,0,0,83616,0.0,53.54,41
United States,Partial College,Clerical,F,M,1,3,2,2,86932,0.0,50.28,55
United States,Partial College,Skilled Manual,F,S,0,1,0,0,58625,0.0,56.42,30
France,Partial College,Skilled Manual,M,S,0,0,0,0,61912,1.0,45.5,31
United States,High School,Skilled Manual,F,S,0,1,0,0,56625,1.0,48.98,43
United States,Partial College,Skilled Manual,M,M,1,2,0,2,61679,1.0,52.32,41
United Kingdom,Partial College,Manual,F,S,0,0,0,0,31747,1.0,56.52,37
United Kingdom,Partial College,Skilled Manual,F,M,1,0,0,2,57426,0.0,50.3,46
Germany,Partial College,Clerical,M,M,1,1,1,2,80987,1.0,51.07,40
United States,Graduate Degree,Professional,F,S,1,0,0,0,129957,1.0,53.96,33
United States,Bachelors,Clerical,M,S,1,2,0,1,77879,0.0,51.34,62
United States,Partial College,Skilled Manual,M,M,1,2,1,2,57127,1.0,50.78,48
United States,Bachelors,Professional,F,M,1,1,1,2,137656,0.0,53.19,59
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,60980,0.0,51.95,36
Germany,Partial College,Clerical,F,S,0,0,0,0,77129,1.0,63.76,37
Canada,Partial College,Manual,M,M,1,1,0,2,28823,0.0,62.06,43
France,Partial College,Skilled Manual,M,M,1,1,1,2,61604,1.0,48.48,61
United States,Bachelors,Professional,M,M,1,3,1,2,128522,1.0,52.3,56
Australia,Bachelors,Clerical,M,S,0,2,0,0,81712,1.0,51.25,41
United States,Graduate Degree,Skilled Manual,M,S,1,1,0,1,61014,1.0,50.51,63
United States,High School,Skilled Manual,M,M,1,1,1,1,54006,1.0,49.85,50
Australia,High School,Skilled Manual,F,M,0,2,1,2,55564,1.0,57.81,34
United States,Bachelors,Skilled Manual,F,M,1,0,1,2,61859,0.0,59.3,46
Australia,Partial High School,Skilled Manual,M,M,0,1,1,1,54863,1.0,51.96,34
Australia,Bachelors,Clerical,M,M,1,1,0,2,86170,1.0,49.56,45
France,Graduate Degree,Professional,M,M,1,2,0,2,137384,0.0,51.3,42
United Kingdom,Bachelors,Clerical,M,M,1,1,1,1,84889,1.0,51.02,37
United States,Bachelors,Skilled Manual,F,M,1,0,1,2,57287,1.0,50.38,51
United States,Partial College,Clerical,M,S,0,1,0,0,84251,1.0,53.97,30
France,Partial College,Skilled Manual,M,S,0,2,0,0,62358,1.0,51.12,26
United States,High School,Clerical,F,M,0,2,0,0,76478,0.0,50.26,29
Germany,Graduate Degree,Management,F,M,1,2,3,3,107557,1.0,47.6,59
Germany,Graduate Degree,Skilled Manual,M,S,0,2,0,0,58563,0.0,46.38,46
Australia,Bachelors,Skilled Manual,F,S,0,0,0,0,54102,0.0,52.64,38
France,Bachelors,Skilled Manual,F,M,0,0,0,0,51078,1.0,48.82,31
Germany,Partial High School,Manual,M,M,0,1,0,0,34597,1.0,59.35,30
Canada,Graduate Degree,Management,F,S,0,3,0,0,108617,0.0,57.19,31
Canada,Partial College,Manual,M,M,1,0,0,2,33567,0.0,53.05,42
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,52678,1.0,49.81,45
Germany,Bachelors,Management,M,M,1,2,0,0,112763,1.0,63.16,40
United States,Graduate Degree,Clerical,F,S,0,0,0,0,77225,1.0,48.79,37
United States,Graduate Degree,Manual,M,M,0,0,1,2,33801,0.0,51.02,33
Germany,Bachelors,Management,M,M,1,2,2,2,106603,1.0,56.95,39
Australia,High School,Skilled Manual,F,M,1,1,2,2,55675,1.0,53.92,57
France,Partial College,Skilled Manual,F,S,0,1,0,0,56549,1.0,50.76,25
Germany,Bachelors,Professional,F,M,1,3,1,2,132332,1.0,52.39,46
United States,Partial College,Skilled Manual,M,M,1,2,1,2,53591,1.0,48.25,44
United States,Partial College,Manual,M,M,1,0,2,2,31874,0.0,50.64,42
United Kingdom,Partial College,Management,F,M,1,0,1,2,110250,0.0,51.31,48
United States,High School,Skilled Manual,F,M,1,1,1,2,51658,1.0,55.46,47
United States,Partial College,Management,F,S,0,1,0,0,106971,1.0,48.62,30
France,Bachelors,Management,M,M,1,2,0,2,107401,0.0,51.52,60
United States,Bachelors,Management,M,M,1,1,1,1,110947,1.0,51.69,41
Australia,Graduate Degree,Manual,F,S,0,0,0,0,33284,0.0,47.48,38
United States,Bachelors,Management,M,M,1,2,0,0,113492,1.0,51.48,40
Germany,Bachelors,Skilled Manual,F,M,1,2,1,2,58864,0.0,48.38,51
Australia,Bachelors,Manual,M,S,0,1,0,0,26174,0.0,52.51,28
France,Partial College,Clerical,F,S,0,0,0,0,85412,1.0,51.91,33
France,Graduate Degree,Skilled Manual,F,M,1,2,0,2,56291,1.0,53.41,68
Canada,Partial College,Skilled Manual,F,S,0,1,0,0,56706,0.0,51.35,31
United Kingdom,Bachelors,Clerical,M,S,0,1,0,0,78939,1.0,51.97,36
Australia,Bachelors,Clerical,F,M,1,3,1,1,81676,0.0,47.52,36
Australia,Partial College,Skilled Manual,F,S,1,1,0,1,51476,0.0,51.35,65
Australia,Bachelors,Professional,F,M,1,2,0,0,132266,1.0,52.32,45
United States,Partial High School,Manual,M,M,1,1,2,2,27102,0.0,47.93,85
United Kingdom,Partial High School,Skilled Manual,M,S,0,1,0,0,57288,0.0,57.14,33
Germany,Bachelors,Professional,F,M,1,3,0,2,128863,1.0,51.51,41
Australia,Partial College,Skilled Manual,F,M,0,2,0,0,51596,0.0,51.09,25
United States,Partial College,Clerical,M,S,0,1,0,0,86529,1.0,48.13,41
United States,Graduate Degree,Management,M,M,1,3,0,3,107950,0.0,55.72,66
United States,Bachelors,Management,F,S,1,2,0,0,102428,1.0,54.76,40
United States,Partial College,Skilled Manual,F,M,1,2,0,2,56269,1.0,49.14,53
United Kingdom,Bachelors,Management,M,S,1,2,0,1,111462,1.0,55.34,61
United States,Graduate Degree,Clerical,M,M,1,1,1,2,78476,0.0,45.4,38
United States,Partial High School,Skilled Manual,M,S,0,1,0,0,60464,0.0,45.6,24
Australia,Partial College,Management,F,S,1,2,0,0,109392,1.0,51.49,49
United States,Partial College,Manual,M,M,0,0,0,0,29899,1.0,54.69,25
France,Graduate Degree,Manual,M,M,0,0,1,2,29966,1.0,51.52,35
Australia,Bachelors,Clerical,M,S,0,0,0,0,84208,0.0,50.98,29
France,High School,Clerical,F,M,1,1,1,2,79269,1.0,50.26,60
United States,High School,Skilled Manual,M,M,1,2,1,1,56774,0.0,50.61,55
Canada,Partial College,Skilled Manual,F,S,0,1,0,0,57405,0.0,56.92,42
United States,Partial College,Clerical,M,M,0,2,0,0,80307,0.0,44.83,25
United Kingdom,Bachelors,Skilled Manual,M,M,1,1,1,2,61019,0.0,48.49,61
United States,Partial College,Skilled Manual,M,M,1,0,0,2,54503,1.0,55.73,55
France,High School,Manual,F,M,1,1,0,2,26302,0.0,48.89,49
France,High School,Skilled Manual,F,S,0,1,0,0,53315,1.0,50.75,29
United States,Bachelors,Professional,F,M,1,1,1,2,130224,1.0,48.06,46
Germany,Partial College,Skilled Manual,F,M,1,1,0,3,62035,0.0,49.58,61
Australia,Bachelors,Skilled Manual,F,M,1,1,1,2,54033,0.0,50.89,45
Canada,Graduate Degree,Skilled Manual,F,M,0,2,0,0,51944,1.0,49.22,31
United States,Partial College,Clerical,F,M,1,2,0,1,78663,0.0,58.05,36
Germany,Partial College,Manual,M,S,1,0,0,0,32846,0.0,50.52,54
United Kingdom,Partial College,Skilled Manual,F,M,1,1,3,3,60696,1.0,58.79,58
Australia,High School,Skilled Manual,M,M,1,1,2,2,56474,0.0,51.7,48
United Kingdom,Partial College,Manual,M,S,1,1,0,0,26983,0.0,54.15,52
United States,Bachelors,Management,M,M,1,1,1,2,112791,0.0,53.85,41
Germany,High School,Skilled Manual,M,S,0,1,0,0,59539,1.0,48.08,32
Australia,Graduate Degree,Professional,F,S,1,3,0,0,136177,0.0,49.79,38
Australia,Bachelors,Management,M,S,0,0,0,0,108032,1.0,52.59,29
Germany,Graduate Degree,Skilled Manual,F,M,1,1,1,1,53833,0.0,48.1,46
Australia,Partial College,Clerical,M,M,0,0,0,0,83874,0.0,49.4,24
United States,Partial College,Manual,M,S,0,1,0,0,31385,0.0,51.39,48
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,52464,1.0,53.82,36
United Kingdom,Partial College,Manual,M,M,1,1,0,2,28585,0.0,54.43,50
France,High School,Skilled Manual,F,S,0,1,0,0,60493,0.0,49.75,31
United Kingdom,Bachelors,Professional,M,M,1,3,2,2,133741,0.0,52.08,36
Germany,Bachelors,Professional,M,S,1,2,0,1,132026,1.0,51.63,60
United States,Graduate Degree,Clerical,M,M,1,1,0,2,79680,0.0,58.0,35
Australia,High School,Skilled Manual,M,S,1,0,0,1,54338,1.0,54.98,58
United States,High School,Skilled Manual,M,S,0,0,0,0,56181,0.0,50.66,28
France,High School,Skilled Manual,M,S,0,2,0,0,61482,1.0,52.57,40
United Kingdom,Graduate Degree,Professional,F,S,1,2,0,0,133411,1.0,50.99,38
Germany,Partial College,Skilled Manual,F,S,0,1,0,0,58012,0.0,48.05,33
United States,Bachelors,Skilled Manual,F,M,1,0,1,2,52688,1.0,49.83,65
United States,Partial College,Skilled Manual,M,S,0,2,0,0,53412,0.0,52.37,39
United Kingdom,Partial College,Skilled Manual,F,M,1,1,0,2,54061,1.0,48.59,51
Germany,Partial College,Skilled Manual,F,S,0,0,0,0,59401,1.0,49.68,27
Australia,Bachelors,Professional,M,M,1,2,0,0,132168,0.0,53.61,27
Germany,Partial High School,Skilled Manual,F,S,0,2,0,0,57305,1.0,53.29,38
United States,Bachelors,Skilled Manual,F,S,0,2,0,0,60641,1.0,52.84,36
France,Bachelors,Manual,M,M,1,1,0,2,29573,0.0,50.09,49
Australia,Graduate Degree,Management,M,M,1,1,1,2,112889,0.0,45.83,62
Germany,Bachelors,Management,F,S,1,2,0,0,105158,0.0,47.2,51
Germany,Partial College,Clerical,F,M,1,1,0,2,81830,1.0,53.01,50
Australia,Partial College,Manual,M,M,1,1,0,2,28435,1.0,50.04,60
United States,Partial College,Manual,F,M,1,1,0,1,36044,1.0,51.11,48
Australia,Partial College,Skilled Manual,F,M,1,2,1,2,61226,1.0,58.85,42
United States,Partial College,Skilled Manual,M,M,1,2,1,2,56606,1.0,58.33,44
Australia,Bachelors,Clerical,M,S,0,1,0,0,84515,1.0,53.72,26
United States,High School,Skilled Manual,M,M,1,2,1,2,60155,0.0,45.95,47
Australia,Graduate Degree,Skilled Manual,M,S,0,1,0,0,60144,0.0,45.88,38
Australia,Graduate Degree,Professional,M,M,1,1,0,1,129708,0.0,49.42,38
United States,Partial College,Manual,M,M,1,0,0,2,29213,0.0,52.85,53
United States,Partial College,Manual,F,M,1,0,0,1,30642,1.0,52.91,49
Canada,Bachelors,Manual,F,S,0,1,0,0,33408,0.0,48.87,36
United Kingdom,Bachelors,Management,M,M,1,2,0,0,103911,1.0,47.93,40
United Kingdom,Partial College,Clerical,M,S,0,2,0,0,78657,1.0,52.12,33
Canada,High School,Skilled Manual,F,M,1,1,1,2,54237,1.0,52.99,55
Canada,Partial High School,Skilled Manual,M,S,0,0,0,0,52189,1.0,52.63,25
Canada,Graduate Degree,Clerical,F,M,1,2,1,1,78935,1.0,55.28,33
United States,Partial College,Management,F,M,1,3,1,2,110910,1.0,52.74,50
Australia,Graduate Degree,Professional,M,S,1,2,0,0,138715,1.0,53.78,35
United States,Partial College,Management,F,S,0,3,0,0,104329,1.0,59.8,31
United States,Bachelors,Clerical,M,M,1,3,1,1,78817,0.0,45.21,41
United States,Partial College,Clerical,F,M,1,2,1,2,84375,0.0,48.8,40
United States,Graduate Degree,Professional,M,M,1,2,0,0,130122,1.0,57.48,46
United States,High School,Manual,F,S,0,1,0,0,28299,1.0,48.62,49
United States,High School,Skilled Manual,M,M,0,1,0,0,56759,1.0,52.95,25
United States,Bachelors,Professional,M,S,1,2,0,0,131550,1.0,52.53,39
Canada,Bachelors,Skilled Manual,F,S,1,0,1,1,54665,1.0,50.89,67
Australia,High School,Skilled Manual,M,S,1,0,0,0,52997,1.0,50.8,49
France,Partial College,Clerical,F,M,1,0,1,2,77014,1.0,59.76,41
United States,Partial College,Clerical,M,S,0,2,0,0,78223,1.0,52.08,29
United States,Partial College,Clerical,M,S,0,2,0,0,82847,1.0,52.89,29
United States,Graduate Degree,Management,M,S,1,0,0,0,105463,1.0,54.24,40
United Kingdom,Bachelors,Management,F,M,1,2,1,2,109288,0.0,53.08,59
United Kingdom,Bachelors,Management,F,M,1,0,2,2,112840,1.0,60.84,60
France,High School,Clerical,M,S,0,1,0,0,85398,1.0,53.15,31
Canada,Partial High School,Skilled Manual,M,M,1,2,0,2,57920,1.0,48.11,50
Germany,Partial College,Management,M,S,1,0,0,0,103322,1.0,50.12,50
Australia,Bachelors,Clerical,M,S,0,2,0,0,81528,0.0,48.67,36
